Zip/ZCTA,2010 Population,Land-Sq-Mi,Density Per Sq Mile
11201,51128,1.424,35904.49438
11369,38615,1.077,35854.2247
10034,38908,1.089,35728.191
10454,37337,1.047,35660.93601
11203,76174,2.146,35495.80615
11435,53687,1.515,35436.9637
30332,2970,0.084,35357.14286
11377,89830,2.543,35324.41998
98164,141,0.004,35250
11235,79132,2.246,35232.41318
11207,93386,2.671,34962.93523
60611,28718,0.825,34809.69697
90005,37681,1.084,34761.07011
94133,26237,0.755,34750.99338
11375,68733,1.98,34713.63636
90020,38967,1.13,34484.0708
10001,21102,0.614,34368.07818
19103,21908,0.639,34284.82003
2215,26125,0.765,34150.3268
11415,19341,0.568,34051.05634
10466,67813,2.015,33654.09429
60660,42752,1.276,33504.70219
29409,2100,0.064,32812.5
90017,23768,0.726,32738.29201
10006,3011,0.092,32728.26087
2116,20628,0.631,32690.96672
40506,2802,0.086,32581.39535
60610,37726,1.173,32161.97783
2912,1370,0.043,31860.46512
11209,68853,2.162,31846.90102
11224,47621,1.543,30862.60531
90006,59185,1.92,30825.52083
79920,153,0.005,30600
11421,39127,1.288,30378.10559
20005,12775,0.426,29988.26291
94110,69333,2.325,29820.64516
94115,33021,1.116,29588.70968
19716,1568,0.053,29584.90566
60626,50139,1.705,29407.03812
11215,63488,2.178,29149.6786
23507,25818,0.889,29041.6198
60657,65996,2.273,29034.75583
